model,run_id,image_id,dimension,sample_idx,status,rating,prompt_hash,attempts,finish_reason,latency_ms,input_tokens,output_tokens,cost_usd,error,claimed_at,completed_at,raw_response,reasoning
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Plane crash 3,valence,8,done,2,d90a13d56f66b50f,1,stop,16164,554,35,8.324e-05,,2026-04-26 18:24:35.910156,2026-04-26 18:24:52.075180,"```json
{""rating"": 2, ""reasoning"": ""The image of a derelict, destroyed aircraft interior evokes feelings of decay and loss.""}
```","The image of a derelict, destroyed aircraft interior evokes feelings of decay and loss."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Plane crash 3,valence,9,done,2,85aa87bf60e70a5a,1,stop,4246,555,34,7.051e-05,,2026-04-26 18:24:59.192841,2026-04-26 18:25:03.441017,"```json
{""rating"": 2, ""reasoning"": ""The sight of a destroyed, dilapidated aircraft interior evokes feelings of decay and loss.""}
```","The sight of a destroyed, dilapidated aircraft interior evokes feelings of decay and loss."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Plane crash 3,valence,10,done,2,9b4531dee7640964,1,stop,5515,555,39,7.241e-05,,2026-04-26 18:25:19.282632,2026-04-26 18:25:24.799046,"```json
{""rating"": 2, ""reasoning"": ""The image depicts the wreckage of a destroyed airplane interior, evoking feelings of loss, decay, and disaster.""}
```","The image depicts the wreckage of a destroyed airplane interior, evoking feelings of loss, decay, and disaster."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Plane crash 3,valence,11,done,2,295ec690da800263,1,stop,9521,556,35,7.102e-05,,2026-04-26 18:25:39.039521,2026-04-26 18:25:48.562370,"```json
{""rating"": 2, ""reasoning"": ""The image of a destroyed, derelict airplane interior evokes feelings of decay and tragedy.""}
```","The image of a destroyed, derelict airplane interior evokes feelings of decay and tragedy."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Plane crash 3,valence,12,done,2,6ede01c2e6d056ca,1,stop,3646,554,37,7.152e-05,,2026-04-26 18:26:01.224964,2026-04-26 18:26:04.872793,"```json
{""rating"": 2, ""reasoning"": ""The image of a destroyed, gutted airplane interior evokes feelings of decay, loss, and abandonment.""}
```","The image of a destroyed, gutted airplane interior evokes feelings of decay, loss, and abandonment."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Plane crash 3,valence,13,done,2,7f6a44aa70a60c49,1,stop,4191,554,38,7.708e-05,,2026-04-26 18:26:21.103789,2026-04-26 18:26:25.296999,"```json
{""rating"": 2, ""reasoning"": ""The image shows the desolate, decayed interior of a wrecked aircraft, evoking feelings of abandonment and loss.""}
```","The image shows the desolate, decayed interior of a wrecked aircraft, evoking feelings of abandonment and loss."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Plane crash 3,valence,14,done,2,14d675c3227e00e4,1,stop,4394,555,38,7.722e-05,,2026-04-26 18:26:42.174360,2026-04-26 18:26:46.569877,"```json
{""rating"": 2, ""reasoning"": ""The image of a derelict, destroyed airplane interior evokes feelings of decay, loss, and abandonment.""}
```","The image of a derelict, destroyed airplane interior evokes feelings of decay, loss, and abandonment."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Plane crash 3,valence,15,done,2,94373bf25a9b2280,1,stop,8501,435,35,7.49e-05,,2026-04-26 18:27:00.408205,2026-04-26 18:27:08.910957,"```json
{""rating"": 2, ""reasoning"": ""The sight of a derelict, destroyed aircraft interior evokes feelings of decay and loss.""}
```","The sight of a derelict, destroyed aircraft interior evokes feelings of decay and loss."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Plane crash 3,valence,16,done,2,3e97c31b9e35900b,1,stop,12835,434,37,7.556e-05,,2026-04-26 18:27:23.481903,2026-04-26 18:27:36.318892,"```json
{""rating"": 2, ""reasoning"": ""The image shows a derelict, destroyed airplane interior, which evokes feelings of decay and loss.""}
```","The image shows a derelict, destroyed airplane interior, which evokes feelings of decay and loss."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Plane crash 3,valence,17,done,2,d46be700256ad6a4,1,stop,8515,433,38,7.582e-05,,2026-04-26 18:27:45.935187,2026-04-26 18:27:54.451449,"```json
{""rating"": 2, ""reasoning"": ""The image shows a decayed, destroyed airplane interior, evoking feelings of abandonment, loss, and neglect.""}
```","The image shows a decayed, destroyed airplane interior, evoking feelings of abandonment, loss, and neglect."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Plane crash 3,valence,18,done,2,a55538eddf162a9e,1,stop,3706,556,38,5.72e-05,,2026-04-26 18:28:10.100869,2026-04-26 18:28:13.809207,"```json
{""rating"": 2, ""reasoning"": ""The image of a wrecked, derelict airplane interior evokes feelings of decay, abandonment, and disaster.""}
```","The image of a wrecked, derelict airplane interior evokes feelings of decay, abandonment, and disaster."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Plane crash 3,valence,19,done,2,92c6117f03e73777,1,stop,3993,555,36,7.642e-05,,2026-04-26 18:28:29.003858,2026-04-26 18:28:32.998615,"```json
{""rating"": 2, ""reasoning"": ""The image of a destroyed, derelict airplane interior evokes negative feelings of decay and disaster.""}
```","The image of a destroyed, derelict airplane interior evokes negative feelings of decay and disaster."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,0,done,6,351df8a4eb74027c,1,stop,2639,515,40,8.81e-05,,2026-04-26 18:20:32.999774,2026-04-26 18:20:35.639839,"```json
{""rating"": 6, ""reasoning"": ""The presence of a large group of riot police in full tactical gear suggests a high-tension, stimulating environment.""}
```","The presence of a large group of riot police in full tactical gear suggests a high-tension, stimulating environment."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,1,done,6,baeaba5ec3ce4edf,1,stop,4577,632,39,7.826e-05,,2026-04-26 18:21:01.983202,2026-04-26 18:21:06.563204,"```json
{""rating"": 6, ""reasoning"": ""The sight of a large group of riot police in gear suggests a high-tension, potentially volatile situation.""}
```","The sight of a large group of riot police in gear suggests a high-tension, potentially volatile situation."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,2,done,6,1277753932fdc2ea,1,stop,57113,637,41,0.0001479,,2026-04-26 18:21:25.570450,2026-04-26 18:22:22.685254,"```json
{""rating"": 6, ""reasoning"": ""The sight of a large group of riot police in full tactical gear suggests a high-tension, potentially volatile situation.""}
```","The sight of a large group of riot police in full tactical gear suggests a high-tension, potentially volatile situation."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,3,done,6,74dda0132c85c5f9,1,stop,4205,636,41,7.954e-05,,2026-04-26 18:21:56.582680,2026-04-26 18:22:00.789652,"```json
{""rating"": 6, ""reasoning"": ""The sight of a large group of riot police in full tactical gear suggests a high-tension, potentially volatile situation.""}
```","The sight of a large group of riot police in full tactical gear suggests a high-tension, potentially volatile situation."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,4,done,6,ac44a89c90cc956e,1,stop,4464,634,41,0.0001473,,2026-04-26 18:22:23.949743,2026-04-26 18:22:28.414781,"```json
{""rating"": 6, ""reasoning"": ""The presence of riot police in full gear suggests a high-tension, potentially volatile confrontation, which is inherently stimulating.""}
```","The presence of riot police in full gear suggests a high-tension, potentially volatile confrontation, which is inherently stimulating."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,5,done,6,20a9dcd95d343f74,1,stop,4218,635,42,8.554e-05,,2026-04-26 18:22:57.170628,2026-04-26 18:23:01.390175,"```json
{""rating"": 6, ""reasoning"": ""The presence of riot police in full tactical gear suggests a high-tension, stimulating situation likely involving conflict or civil unrest.""}
```","The presence of riot police in full tactical gear suggests a high-tension, stimulating situation likely involving conflict or civil unrest."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,6,done,5,35866cb7fd3d9a16,1,stop,6053,635,42,7.979e-05,,2026-04-26 18:23:25.726822,2026-04-26 18:23:31.781011,"```json
{""rating"": 5, ""reasoning"": ""The presence of riot police in full gear suggests a tense, high-stakes situation, which increases the level of arousal.""}
```","The presence of riot police in full gear suggests a tense, high-stakes situation, which increases the level of arousal."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,7,done,5,68098d081f54fca5,1,stop,17426,636,36,9.428e-05,,2026-04-26 18:23:59.204295,2026-04-26 18:24:16.632422,"```json
{""rating"": 5, ""reasoning"": ""The presence of riot police in full tactical gear suggests a state of tension and potential confrontation.""}
```",The presence of riot police in full tactical gear suggests a state of tension and potential confrontation.
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,8,done,6,0e24f81bdf47176e,1,stop,9290,512,45,8.968e-05,,2026-04-26 18:24:36.113444,2026-04-26 18:24:45.404776,"```json
{""rating"": 6, ""reasoning"": ""The presence of riot police in full tactical gear suggests a high-tension, potentially volatile situation, which evokes a high level of arousal.""}
```","The presence of riot police in full tactical gear suggests a high-tension, potentially volatile situation, which evokes a high level of arousal."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,9,done,6,3bbd56e2017e1c0f,1,stop,1215,637,43,0.0001489,,2026-04-26 18:24:59.223764,2026-04-26 18:25:00.440300,"```json
{""rating"": 6, ""reasoning"": ""The presence of riot police in full gear suggests a high-tension, confrontational atmosphere, which is inherently stimulating and exciting.""}
```","The presence of riot police in full gear suggests a high-tension, confrontational atmosphere, which is inherently stimulating and exciting."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,10,done,6,a82a6ae0a7ee297e,1,stop,4581,634,41,8.5e-05,,2026-04-26 18:25:19.864668,2026-04-26 18:25:24.447303,"```json
{""rating"": 6, ""reasoning"": ""The presence of riot police in full gear suggests a high-tension, potentially volatile situation, which is inherently stimulating.""}
```","The presence of riot police in full gear suggests a high-tension, potentially volatile situation, which is inherently stimulating."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,11,done,6,37b6b95657b67884,1,stop,1701,635,42,0.000148,,2026-04-26 18:25:39.212869,2026-04-26 18:25:40.916018,"```json
{""rating"": 6, ""reasoning"": ""The presence of riot police in full tactical gear suggests a high-tension, potentially volatile situation, which is highly stimulating.""}
```","The presence of riot police in full tactical gear suggests a high-tension, potentially volatile situation, which is highly stimulating."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,12,done,6,e8110b49aba165be,1,stop,1973,511,42,8.834e-05,,2026-04-26 18:26:01.273013,2026-04-26 18:26:03.247087,"```json
{""rating"": 6, ""reasoning"": ""The presence of riot police in full gear suggests a high-tension, volatile environment, which is inherently stimulating and exciting.""}
```","The presence of riot police in full gear suggests a high-tension, volatile environment, which is inherently stimulating and exciting."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,13,done,6,dbce6926cce0c639,1,stop,6206,635,45,8.093e-05,,2026-04-26 18:26:21.413892,2026-04-26 18:26:27.622175,"```json
{""rating"": 6, ""reasoning"": ""The presence of a large group of riot police in full tactical gear suggests a high-tension, stimulating, and potentially confrontational environment.""}
```","The presence of a large group of riot police in full tactical gear suggests a high-tension, stimulating, and potentially confrontational environment."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,14,done,6,cd7d61b785c3ed6b,1,stop,7284,635,44,8.055e-05,,2026-04-26 18:26:42.976828,2026-04-26 18:26:50.262188,"```json
{""rating"": 6, ""reasoning"": ""The presence of a large group of riot police in full gear suggests a high-tension, stimulating, and potentially confrontational environment.""}
```","The presence of a large group of riot police in full gear suggests a high-tension, stimulating, and potentially confrontational environment."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,15,done,6,d1eae6d04775f7cc,1,stop,3864,635,39,5.785e-05,,2026-04-26 18:27:00.479511,2026-04-26 18:27:04.345012,"```json
{""rating"": 6, ""reasoning"": ""The presence of a large group of riot police in full gear suggests a high-tension, stimulating environment.""}
```","The presence of a large group of riot police in full gear suggests a high-tension, stimulating environment."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,16,done,6,82e311b9771c4c36,1,stop,5075,632,40,7.864e-05,,2026-04-26 18:27:23.489240,2026-04-26 18:27:28.565515,"```json
{""rating"": 6, ""reasoning"": ""The presence of a large group of riot police in full gear suggests a high-tension, potentially volatile situation.""}
```","The presence of a large group of riot police in full gear suggests a high-tension, potentially volatile situation."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,17,done,6,353eee75bc1345b1,1,stop,3253,635,42,0.000148,,2026-04-26 18:27:46.188521,2026-04-26 18:27:49.443324,"```json
{""rating"": 6, ""reasoning"": ""The image of a large group of riot police in gear suggests a high-tension, stimulating environment associated with potential conflict.""}
```","The image of a large group of riot police in gear suggests a high-tension, stimulating environment associated with potential conflict."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,18,done,6,f98a1c01b0febcca,1,stop,3963,633,44,0.0001486,,2026-04-26 18:28:10.285074,2026-04-26 18:28:14.249759,"```json
{""rating"": 6, ""reasoning"": ""The presence of riot police in tactical gear suggests a high-tension, potentially volatile situation, which evokes a strong sense of arousal.""}
```","The presence of riot police in tactical gear suggests a high-tension, potentially volatile situation, which evokes a strong sense of arousal."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,arousal,19,done,6,697da097e80963ab,1,stop,1741,512,45,8.968e-05,,2026-04-26 18:28:29.010234,2026-04-26 18:28:30.752689,"```json
{""rating"": 6, ""reasoning"": ""The presence of riot police in full gear suggests a high-tension, volatile situation, which evokes a strong sense of alertness and intensity.""}
```","The presence of riot police in full gear suggests a high-tension, volatile situation, which evokes a strong sense of alertness and intensity."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,0,done,2,cbed571f7c310da1,1,stop,2380,433,37,7.542e-05,,2026-04-26 18:20:33.236948,2026-04-26 18:20:35.618606,"```json
{""rating"": 2, ""reasoning"": ""The presence of riot police in full gear evokes feelings of tension, conflict, and potential violence.""}
```","The presence of riot police in full gear evokes feelings of tension, conflict, and potential violence."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,1,done,2,904010ed50bb4fac,1,stop,2222,434,38,7.596e-05,,2026-04-26 18:21:02.089454,2026-04-26 18:21:04.313518,"```json
{""rating"": 2, ""reasoning"": ""The presence of riot police in full tactical gear evokes feelings of tension, conflict, and potential violence.""}
```","The presence of riot police in full tactical gear evokes feelings of tension, conflict, and potential violence."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,2,done,2,e80d4d116867d51d,1,stop,3999,555,37,7.682e-05,,2026-04-26 18:21:26.108393,2026-04-26 18:21:30.108948,"```json
{""rating"": 2, ""reasoning"": ""The presence of riot police in tactical gear suggests conflict and tension, evoking a negative affective response.""}
```","The presence of riot police in tactical gear suggests conflict and tension, evoking a negative affective response."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,3,done,2,6da03533ccd9090f,1,stop,3846,553,37,7.139e-05,,2026-04-26 18:21:56.624345,2026-04-26 18:22:00.472519,"```json
{""rating"": 2, ""reasoning"": ""The image of riot police in full gear evokes feelings of tension, conflict, and potential aggression.""}
```","The image of riot police in full gear evokes feelings of tension, conflict, and potential aggression."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,4,done,2,1083b5d82777af63,1,stop,2331,554,37,7.668e-05,,2026-04-26 18:22:24.708350,2026-04-26 18:22:27.043446,"```json
{""rating"": 2, ""reasoning"": ""The sight of riot police in tactical gear evokes feelings of tension, conflict, and potential violence.""}
```","The sight of riot police in tactical gear evokes feelings of tension, conflict, and potential violence."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,5,done,2,69708a9ed8ebaf9c,1,stop,2641,555,41,5.826e-05,,2026-04-26 18:22:58.200577,2026-04-26 18:23:00.843263,"```json
{""rating"": 2, ""reasoning"": ""The presence of riot police in full gear suggests a tense, conflict-prone situation, evoking a negative affective response.""}
```","The presence of riot police in full gear suggests a tense, conflict-prone situation, evoking a negative affective response."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,6,done,2,0cfdcd1239641d15,1,stop,6542,555,37,0.0001295,,2026-04-26 18:23:26.310010,2026-04-26 18:23:32.853166,"```json
{""rating"": 2, ""reasoning"": ""The presence of riot police in full gear evokes feelings of tension, conflict, and potential aggression.""}
```","The presence of riot police in full gear evokes feelings of tension, conflict, and potential aggression."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,7,done,2,6963f612d08f2c71,1,stop,4188,554,41,7.828e-05,,2026-04-26 18:23:59.818981,2026-04-26 18:24:04.009051,"```json
{""rating"": 2, ""reasoning"": ""The sight of riot police in gear suggests conflict, tension, and potential violence, which evokes a negative affective response.""}
```","The sight of riot police in gear suggests conflict, tension, and potential violence, which evokes a negative affective response."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,8,done,2,cbe7b06dbbd50140,1,stop,9178,432,37,7.528e-05,,2026-04-26 18:24:36.591665,2026-04-26 18:24:45.771590,"```json
{""rating"": 2, ""reasoning"": ""The presence of riot police in tactical gear suggests conflict, tension, and a potentially volatile atmosphere.""}
```","The presence of riot police in tactical gear suggests conflict, tension, and a potentially volatile atmosphere."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,9,done,2,723154f5fb8b4252,1,stop,1370,556,36,0.0001292,,2026-04-26 18:24:59.730732,2026-04-26 18:25:01.102340,"```json
{""rating"": 2, ""reasoning"": ""The presence of riot police in full gear evokes feelings of tension, conflict, and apprehension.""}
```","The presence of riot police in full gear evokes feelings of tension, conflict, and apprehension."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,10,done,2,b5b9538235a934a6,1,stop,4345,555,41,7.317e-05,,2026-04-26 18:25:20.444234,2026-04-26 18:25:24.790664,"```json
{""rating"": 2, ""reasoning"": ""The image of riot police in tactical gear suggests conflict, tension, and a restrictive environment, evoking a negative affect.""}
```","The image of riot police in tactical gear suggests conflict, tension, and a restrictive environment, evoking a negative affect."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,11,done,2,9146bbddcd48cf2b,1,stop,3620,553,39,7.215e-05,,2026-04-26 18:25:39.268408,2026-04-26 18:25:42.889450,"```json
{""rating"": 2, ""reasoning"": ""The image of riot police in full gear suggests conflict and social tension, evoking a moderately negative affective response.""}
```","The image of riot police in full gear suggests conflict and social tension, evoking a moderately negative affective response."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,12,done,2,c4c9edf9541fb2bc,1,stop,2315,432,39,7.608e-05,,2026-04-26 18:26:01.683763,2026-04-26 18:26:04.000547,"```json
{""rating"": 2, ""reasoning"": ""The presence of riot police in full gear suggests conflict, tension, and a potentially volatile or oppressive atmosphere.""}
```","The presence of riot police in full gear suggests conflict, tension, and a potentially volatile or oppressive atmosphere."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,13,done,2,5048faad8379d591,1,stop,4128,555,37,7.165e-05,,2026-04-26 18:26:21.473743,2026-04-26 18:26:25.603023,"```json
{""rating"": 2, ""reasoning"": ""The presence of riot police in full gear evokes a sense of tension, conflict, and negativity.""}
```","The presence of riot police in full gear evokes a sense of tension, conflict, and negativity."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,14,done,2,1e10aeb5bc735746,1,stop,1854,434,41,7.716e-05,,2026-04-26 18:26:43.026377,2026-04-26 18:26:44.882473,"```json
{""rating"": 2, ""reasoning"": ""The sight of riot police in full gear suggests a tense, conflict-prone environment, evoking a negative emotional response.""}
```","The sight of riot police in full gear suggests a tense, conflict-prone environment, evoking a negative emotional response."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,15,done,2,ff7adba980e62fc7,1,stop,3083,555,37,0.0001295,,2026-04-26 18:27:00.599696,2026-04-26 18:27:03.684388,"```json
{""rating"": 2, ""reasoning"": ""The presence of riot police in tactical gear suggests conflict and tension, evoking a negative affective response.""}
```","The presence of riot police in tactical gear suggests conflict and tension, evoking a negative affective response."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,16,done,2,13cb2430ccd14183,1,stop,4378,554,40,7.788e-05,,2026-04-26 18:27:23.580643,2026-04-26 18:27:27.959519,"```json
{""rating"": 2, ""reasoning"": ""The presence of riot police in tactical gear suggests a tense, conflict-prone situation, which evokes negative affect.""}
```","The presence of riot police in tactical gear suggests a tense, conflict-prone situation, which evokes negative affect."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,17,done,2,ac3989cd583b5838,1,stop,3506,556,37,7.696e-05,,2026-04-26 18:27:46.246913,2026-04-26 18:27:49.754167,"```json
{""rating"": 2, ""reasoning"": ""The presence of riot police in tactical gear suggests conflict and tension, evoking a negative emotional response.""}
```","The presence of riot police in tactical gear suggests conflict and tension, evoking a negative emotional response."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,18,done,2,6a7c2a23012f95ad,1,stop,12230,556,39,0.0001307,,2026-04-26 18:28:10.548151,2026-04-26 18:28:22.779559,"```json
{""rating"": 2, ""reasoning"": ""The presence of riot police in full tactical gear suggests a tense, confrontational, and potentially violent atmosphere.""}
```","The presence of riot police in full tactical gear suggests a tense, confrontational, and potentially violent atmosphere."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Police 5,valence,19,done,2,5aa9c39b1d08eb7a,1,stop,1736,432,37,7.528e-05,,2026-04-26 18:28:29.020322,2026-04-26 18:28:30.757189,"```json
{""rating"": 2, ""reasoning"": ""The sight of riot police in full tactical gear evokes feelings of tension, conflict, and apprehension.""}
```","The sight of riot police in full tactical gear evokes feelings of tension, conflict, and apprehension."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Sailing 3,arousal,0,done,2,b5515bafb16f227d,1,stop,3846,514,34,8.556e-05,,2026-04-26 18:20:34.298729,2026-04-26 18:20:38.147230,"```json
{""rating"": 2, ""reasoning"": ""The calm water and peaceful sunset setting evoke a low-intensity, relaxing feeling.""}
```","The calm water and peaceful sunset setting evoke a low-intensity, relaxing feeling."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Sailing 3,arousal,1,done,2,d7fe9fad5172822a,1,stop,3571,635,36,8.314e-05,,2026-04-26 18:21:02.164349,2026-04-26 18:21:05.737400,"```json
{""rating"": 2, ""reasoning"": ""The calm water, soft sunset lighting, and steady sailboat create a peaceful and relaxing atmosphere.""}
```","The calm water, soft sunset lighting, and steady sailboat create a peaceful and relaxing atmosphere."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Sailing 3,arousal,2,done,2,839b1c6d62f11865,1,stop,7651,635,45,8.093e-05,,2026-04-26 18:21:27.950883,2026-04-26 18:21:35.604823,"```json
{""rating"": 2, ""reasoning"": ""The calm water, gentle lighting of the sunset, and the slow pace of a sailboat create a very relaxing and low-intensity scene.""}
```","The calm water, gentle lighting of the sunset, and the slow pace of a sailboat create a very relaxing and low-intensity scene."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Sailing 3,arousal,3,done,2,58495bc24093e77a,1,stop,2285,511,38,8.674e-05,,2026-04-26 18:21:56.705426,2026-04-26 18:21:58.994497,"```json
{""rating"": 2, ""reasoning"": ""The calm water, steady sailboat, and soft evening light create a peaceful, low-intensity scene.""}
```","The calm water, steady sailboat, and soft evening light create a peaceful, low-intensity scene."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Sailing 3,arousal,4,done,2,5577bc6f6147a51c,1,stop,5339,634,46,8.7e-05,,2026-04-26 18:22:24.740762,2026-04-26 18:22:30.085683,"```json
{""rating"": 2, ""reasoning"": ""The calm water, gentle lighting of the sunset, and the slow pace of a sailing boat create a relaxing, low-arousal atmosphere.""}
```","The calm water, gentle lighting of the sunset, and the slow pace of a sailing boat create a relaxing, low-arousal atmosphere."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Sailing 3,arousal,5,done,2,08a2a6ddae8f3c66,1,stop,2488,633,37,8.326e-05,,2026-04-26 18:22:58.397359,2026-04-26 18:23:00.887355,"```json
{""rating"": 2, ""reasoning"": ""The calm water, still sailboat, and soft evening light create a very peaceful and relaxing atmosphere.""}
```","The calm water, still sailboat, and soft evening light create a very peaceful and relaxing atmosphere."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Sailing 3,arousal,6,done,2,c22d99e4e69d2162,1,stop,2418,513,42,8.862e-05,,2026-04-26 18:23:26.829165,2026-04-26 18:23:29.253076,"```json
{""rating"": 2, ""reasoning"": ""The calm water, soft lighting, and slow-paced activity of sailing create a very relaxing and low-intensity scene.""}
```","The calm water, soft lighting, and slow-paced activity of sailing create a very relaxing and low-intensity scene."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Sailing 3,arousal,7,done,2,2fbe234bd904b1c2,1,stop,2864,513,37,8.662e-05,,2026-04-26 18:23:59.824283,2026-04-26 18:24:02.690072,"```json
{""rating"": 2, ""reasoning"": ""The calm water, soft lighting, and steady sailboat create a peaceful, low-intensity atmosphere.""}
```","The calm water, soft lighting, and steady sailboat create a peaceful, low-intensity atmosphere."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Sailing 3,arousal,8,done,2,ff43a3819a5b4774,1,stop,1919,512,38,8.688e-05,,2026-04-26 18:24:36.751175,2026-04-26 18:24:38.671590,"```json
{""rating"": 2, ""reasoning"": ""The calm water and steady sailboat against a sunset skyline evoke a peaceful, relaxing atmosphere with low intensity.""}
```","The calm water and steady sailboat against a sunset skyline evoke a peaceful, relaxing atmosphere with low intensity."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Sailing 3,arousal,9,done,2,ccd14bf9d1508222,1,stop,1042,632,35,0.0001439,,2026-04-26 18:24:59.749830,2026-04-26 18:25:00.793775,"```json
{""rating"": 2, ""reasoning"": ""The calm water, gentle lighting, and steady sailboat create a peaceful and relaxing atmosphere.""}
```","The calm water, gentle lighting, and steady sailboat create a peaceful and relaxing atmosphere."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Sailing 3,arousal,10,done,2,598f7a282d4f7fc0,1,stop,2659,637,41,0.0001479,,2026-04-26 18:25:20.595725,2026-04-26 18:25:23.256388,"```json
{""rating"": 2, ""reasoning"": ""The calm water, soft lighting, and slow-moving sailboat create a peaceful and relaxing scene with very low intensity.""}
```","The calm water, soft lighting, and slow-moving sailboat create a peaceful and relaxing scene with very low intensity."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Sailing 3,arousal,11,done,2,66f326b77465233b,1,stop,1731,635,43,0.0001485,,2026-04-26 18:25:39.512211,2026-04-26 18:25:41.246000,"```json
{""rating"": 2, ""reasoning"": ""The calm water and the slow-paced activity of sailing during a golden hour create a relaxing, low-arousal atmosphere.""}
```","The calm water and the slow-paced activity of sailing during a golden hour create a relaxing, low-arousal atmosphere."
gemma-4-31b-it,20260426-3bde__gemma-4-31b-it,Sailing 3,arousal,12,done,3,5171be67c803e984,1,stop,3930,636,37,7.802e-05,,2026-04-26 18:26:01.739033,2026-04-26 18:26:05.670777,"```json
{""rating"": 3, ""reasoning"": ""The calm water and steady sailboat create a peaceful, low-intensity atmosphere despite the city backdrop.""}
```","The calm water and steady sailboat create a peaceful, low-intensity atmosphere despite the city backdrop."
